CharacterId,Name,Author,Width,Height
12065,Junpei iori,Ajiyayakko,640.0,480.0
12066,Juspion,Beto,113.0,103.0
12067,K'_sv,Ikaruga & sui,75.0,111.0
12068,D4 makoto kikuchi,Fu-lin (nagi ai),141.0,204.0
12069,K.kasumi,Flam,46.0,91.0
12070,K.unzen,Flam,75.0,101.0
12071,Ka(sa)in r. heinlein,Powerless,45.0,107.0
12072,Kabuki jo,Dxwho,540.0,432.0
12073,Kagerou setsuna,Tukisuna+macbeth,128.0,112.0
12074,King of black dragon,Kairuier,59.0,97.0
12075,Goku iadora,Frs games & dgz team,75.0,83.0
12076,Kalen,Bluishcat,36.0,85.0
12077,Kamen rider ghost,V,86.0,116.0
12078,Kamen rider diend,Ninefreeman & nipa3008 (anomi polis ai),85.0,135.0
12079,Kamen rider drive,,88.0,122.0
12080,Masked rider wizard,?e,84.0,124.0
12081,Hakurei kanade,Kanade,162.0,179.0
12082,Kanji tatsumi,Son of aura,400.0,430.0
12083,Kanon di jajajajaja,Tonyadv,58.0,134.0
12084,Kazane humuro,Nenmin,100.0,205.0
12085,Kung fu qb man,Arumikan,50.0,99.0
12086,Kegan krushmann,Flammableking,110.0,112.0
12087,Street fighter 2010 ken,(arcthelad),21.0,32.0
12088,Kenzo,Heal_the_world,68.0,73.0
12089,Kung fu m.bison,Elecbyte,51.0,106.0
12090,Kfm_k,Mage,78.0,116.0
12091,Kid buu mvc,Kenshiro99,69.0,89.0
12092,Kim wu ki2,Shift b is b,92.0,120.0
12093,Kouma kishima iqs,Iqs,53.0,117.0
12094,Kiyohime,Hetyo,142.0,176.0
12095,Sonya kmb,Please write your name.,70.0,154.0
12096,Aqua,Mer,96.0,102.0
12097,"Heidern 94 by Passer-by
",,68.0,117.0
12098,Koichi hirose (act 3),Amarimono (anomi polis ai),54.0,87.0
12099,Hata no kokoro ulil,Elecbyte,109.0,175.0
12100,Kratos aurion,Alffred,48.0,56.0
12101,Krillin dude,Gohanssm2,65.0,86.0
12102,Kudo,Seapon,47.0,78.0
12103,Kukulkan,Merufimu,135.0,189.0
12104,Kula,German,48.0,105.0
12105,Kurorim-c,3ha,75.0,85.0
12106,Kurosaki shun,Hamhamhamcchi,331.0,504.0
12107,Kurosawa yuichi,Ark,124.0,135.0
12108,Kuroyukihime,Kohaku,274.0,378.0
12109,Kyo clone-10,David demianoff,62.0,104.0
12110,Inferior-kyo,Chin-ya,71.0,116.0
12111,Kyo kusanagi 97,"Zelgadis,psyqhical",62.0,104.0
12112,Kyo_sv,Jin & sui,62.0,104.0
12113,Ky kiske #reload,Akutagawa,248.0,251.0
12114,Latias,Elecbyte,248.0,211.0
12115,Len,H,35.0,84.0
12116,Levin,Minaduki,35.0,82.0
12117,Lian-d,A487561j,201.0,200.0
12118,Lien neville,"Nio_&_riccochet_&_thedge, edited by mugeningan & ptzptz7",81.0,120.0
12119,Lieza_flora_melno,Seima,43.0,96.0
12120,Linex,Kinomiya,69.0,98.0
12121,Litchi qyc,Qy china,144.0,249.0
12122,Lord brevon,Diamondswag 12,64.0,96.0
12123,Lord mortamor,Kouzyoutyou2621,473.0,302.0
12124,Lucina,Ow,90.0,98.0
12125,Luffy mvc,Kenshiro99,110.0,117.0
12126,Luigi wins,doing absolutely nothing by Garjian,60.0,89.0
12127,Lynia,Hyperhiroro,108.0,210.0
12128,Madalitso,Rick,247.0,280.0
12129,Maelstorm goenitz,Huolisi,86.0,121.0
12130,Grande mestre,Leonardo ----> alias ----> ss_shaka_ss,291.0,203.0
12131,Kyogoku majikina mioh,Cerenas,135.0,101.0
12132,Majin alice,Count-blue,53.0,175.0
12133,Mallow,Tachi,38.0,55.0
12134,Manticore,Elecbyte,224.0,192.0
12135,Maoko,Fishbed,48.0,104.0
12136,Marguerite,Kira takanashi,68.0,101.0
12137,Marie p4a,Son of aura,140.0,368.0
12138,Marika yamagata,Cwn,64.0,112.0
12139,Mashiro ex,Gokuto_r,43.0,101.0
12140,Shizuka masou,Tsubaki,151.0,208.0
12141,Master-karate,Zet,67.0,105.0
12142,Matou kariya,Sakura,68.0,111.0
12143,Shielder,Hetyo (air ai),610.0,703.0
12144,Max payne,K.o.d/ninja naruto,171.0,226.0
12145,May lee,Ahuron,491.0,293.0
12146,May star,Nyankiryu,42.0,75.0
12147,Mc meijiang,A487561j,80.0,140.0
12148,Mecha-king ghidorah,Jirougaki,120.0,106.0
12149,Megalozalid,Stg,59.0,117.0
12150,Megarborg,Yamabe yui,87.0,119.0
12151,Mephiles the dark,Bigshowofall(editedbyneofiresonic),33.0,48.0
12152,Mercenary tao,Kur,43.0,46.0
12153,Sailor mercury crystal,Way-oh,94.0,190.0
12154,Meta knight ssbb,?,23.0,16.0
12155,Metool.exe,Darknesskyo,22.0,22.0
12156,Mettaton,Toby fox,184.0,170.0
12157,Mettaton neo,"Angrybirdcooler, edited by billy rivas",438.0,230.0
12158,Meu meu,Cwn,56.0,96.0
12159,Mewtwo,The 100 mega shock!,314.0,472.0
12160,E-101 beta mkii,Mgssj2,53.0,42.0
12161,Mike f22,null,48.0,103.0
12162,Mimi(mimic),Tukimoon (nagi ai),56.0,103.0
12163,Minagiru julius,Lol,16.0,35.0
12164,Mini caster,Drowin,65.0,104.0
12165,Minori amanohara,Flowrallia,111.0,213.0
12166,Mishio & makoto,Rekku (yuka ai),88.0,99.0
12167,Mithra,Ahuron,73.0,175.0
12168,Mixertaitei,Gyuki (ikuiku ai),104.0,148.0
12169,Mizukami nanase,Armin_iuf,142.0,111.0
12170,Khameleon mk2,Omegapsycho-mk,72.0,148.0
12171,Nakozuki ruruko,Cerenas,126.0,105.0
12172,Juri han qyc,"Qychina,original code and effect:werewood",244.0,379.0
12173,Momomeno,Peke,300.0,200.0
12174,Washizu iwao,Kouzyoutyou2621,118.0,112.0
12175,Morrongon,Daniel9999999,73.0,98.0
12176,Mr. heart g,"A,c,c",273.0,319.0
12177,Mr.elecbyte,Nnjmn,77.0,100.0
12178,Mr funny,"Xreddragonclawsx [also known as mr,funny]",36.0,84.0
12179,2nd mr. karate,Jin (ikaruga ai),83.0,103.0
12180,Metal slug rugal,Stg,40.0,50.0
12181,Boss syndrome mukai,Kontyan,110.0,141.0
12182,Mvc2 jedah,Jedah,101.0,137.0
12183,Donkey kong mvc,Dmsderprogamer,172.0,155.0
12184,Trinitronity,Jin kazama,79.0,70.0
12185,Samus mvc,"Chuchoryu, dmsderprogamer",67.0,109.0
12186,Mvsn nose-blood,Mvsn master,76.0,163.0
12187,Mvsn nosejet,Mvsn master,335.0,374.0
12188,Mvsn nosepass,Mvsn master,22.0,32.0
12189,Mvsn nosex,Mvsn master,38.0,67.0
12190,Mysterious power,Nhk (wakuwaku ai),59.0,114.0
12191,Master dulton,Otoko,53.0,118.0
12192,Master rozwel,Gondwana,84.0,139.0
12193,N-len,Ouchi,38.0,84.0
12194,N.natsume,Flam,47.0,95.0
12195,Nadja applefield,Nullpointer,79.0,104.0
12196,Nanbara_r,Mega,352.0,240.0
12197,Nao-boss,Kill & zet,58.0,111.0
12198,Natsuki subaru,Sakura,66.0,125.0
12199,Aihara natsumi,Yu-toharu,32.0,122.0
12200,Natsumi andou,Elecbyte,154.0,262.0
12201,Nazrin deluxe,Spacemouse,91.0,94.0
12202,Nazo the hedgehog,"Sonicfactor, edited by nfs(alot)",42.0,52.0
12203,Nei terestar,Ayumu sekijo,39.0,92.0
12204,Neo dark mai,Shadow_ninja22,94.0,116.0
12205,Neo_kung_fu,Stg,139.0,74.0
12206,Reproduction nero,Bd,64.0,138.0
12207,Shadow fiend,Rin,2000.0,2010.0
12208,New arhan,Suteneko,52.0,75.0
12209,Cure blossom,Marisya,124.0,196.0
12210,Cool choi,Oscar12345/base jin,101.0,102.0
12211,Inferno nightmare,Cvs artist,186.0,127.0
12212,Nike & kukuri,Accho,37.0,47.0
12213,Nise gosei,6idlryz1ym,117.0,123.0
12214,Nokia 3310,Synck,33.0,78.0
12215,Nono,Sudara13,50.0,82.0
12216,No_data,Lol,63.0,130.0
12217,Nyarlathotep,Ikaruga,145.0,111.0
12218,Octor,Yugusic,219.0,188.0
12219,Boss order-sol,Muteki,164.0,278.0
12220,Ohayato,Ryun,250.0,102.0
12221,Orie valadier,Antor_m,540.0,400.0
12222,Okita souji,Aoshi24,140.0,109.0
12223,Sakura saber,Ow,96.0,96.0
12224,Foxy the pirate,Mega_x,300.0,348.0
12225,Omega shenron,Gladiacloud,141.0,158.0
12226,Oniska,Aiacos,272.0,219.0
12227,Ono kohaku,Mariru,70.0,100.0
12228,Original zero,Iccha,67.0,124.0
12229,Boss syndrome orochi,Kontyan,63.0,130.0
12230,God emperor,Zen,,
12231,Otonashi,Yk,348.0,317.0
12232,Overlord nobunaga,Zet,327.0,317.0
12233,Parappa,null,45.0,69.0
12234,Pasity,Ka2obushi,83.0,122.0
12235,Powered ciel,Iqs,85.0,91.0
12236,Pepsiman,Suteneko,93.0,134.0
12237,Peter griffin mvc,Warner/judgespear/gigabowserx/luigi-master,88.0,109.0
12238,Phantom striker,Winds776,74.0,112.0
12239,Piccolo mvc,Kenshiro99,128.0,135.0
12240,Poochy,Shimon,76.0,85.0
12241,Pink ranger,Diamondswag 12,37.0,48.0
12242,Precious memories,Koyu@twint,93.0,130.0
12243,Polnareff (boy),Papparapa,67.0,71.0
12244,Baseball pooh,Furin,142.0,233.0
12245,Pram,Incurable,,
12246,Predator ancient,2010lifegame,114.0,109.0
12247,Prier,Re5t,71.0,114.0
12248,Charles xavier,Twinimage,131.0,104.0
12249,Platonic twins,Luchini,105.0,166.0
12250,Pullum purna,Armin_iuf,76.0,121.0
12251,Puppet yukino,Zelgadis,45.0,105.0
12252,Politank-z,Nhk (wakuwaku ai),102.0,134.0
12253,Panzerkampfwagen iv,Yu-toharu,351.0,154.0
12254,Quickman.exe,Zeta,34.0,73.0
12255,Real personal trooper type-2,Z.a.i.,115.0,85.0
12256,R-haoumaru,E-fry,95.0,123.0
12257,R-meta knight,Konton no kotowari,8.0,8.0
12258,Racing miku 2014ev,Maruhen,,
12259,Bloodthirsty rasetsumaru,Ali,,
12260,Rashou mon,Kazesayuru,,
12261,Rawr,Azrel (nagi ai),250.0,385.0
12262,Jin chonrei rb2,Tora,47.0,101.0
12263,Jin chonshu rb2,Tora,47.0,97.0
12264,Real justice,Bane84,413.0,728.0
12265,Reaper,"Fourthrhyme, ai by emperor",56.0,107.0
12266,Rei akof,Nekome,69.0,103.0
12267,Lit ren,Lycoris,38.0,85.0
12268,Rewrich wallach,"Iruka,",201.0,167.0
12269,Richard the dragon,Duracelleur,78.0,120.0
12270,Geoform 187,Bagansmashbros,384.0,273.0
12271,Tenchu rikimaru,Roks,89.0,110.0
12272,Ring-less,Ahuron & zet,53.0,114.0
12273,Ringlerun,"Ihoo1836, binho, skiff",61.0,117.0
12274,Vile,Alex. d. x4 & fxfreitas,41.0,56.0
12275,Robber crab,Gold experience wakamoto,103.0,112.0
12276,Robbie rotten,Pingurules (edit),69.0,83.0
12277,Nico robin mvc,Kenshiro99,43.0,156.0
12278,Rockbomb,Sylphyne,100.0,100.0
12279,Rokudo mukuro,Maranguape,73.0,94.0
12280,Roll.exe av,Thetrueanalysis,44.0,69.0
12281,Ru,Etoile,318.0,526.0
12282,Rufus ssf4,Mr. i (you-ki ai),356.0,368.0
12283,Rugal 3rd,Stg,215.0,164.0
12284,Rugal 4th,Elecbyte,108.0,132.0
12285,Rugal's panther zoo,17th_star,93.0,151.0
12286,Runa araki,Woman,38.0,93.0
12287,Runaway,Flowrallia,111.0,213.0
12288,Shiki ryougi iqs,Iqs,39.0,105.0
12289,Ryukotsuki,Lol,,
12290,R_ed,Ka2obushi,87.0,126.0
12291,Sabrewulf ki2,Shift b is b,90.0,120.0
12292,Sachiel type-l,Rikard,71.0,116.0
12293,Sagastick negnin,Tanukida_taichi,37.0,121.0
12294,Sagume kishin,Minoo,96.0,96.0
12295,Sakagami tomoyo,Ouchi,65.0,95.0
12296,Genocide sans,Stg,54.0,72.0
12297,Santana,Dxwho,336.0,240.0
12299,Sayo,Re5t,149.0,191.0
12300,Sekiponki,Hohei,39.0,101.0
12301,Selvaria bles,Kohaku,376.0,406.0
12302,Top level sentinel,"Xslaught, patched by diovolo",119.0,161.0
12303,Serena,Hyperhiroro,112.0,96.0
12304,Setiawan,Rick,115.0,207.0
12305,Sf16 akuma,Gm,78.0,120.0
12306,Chun-li sf3,Muteki,83.0,101.0
12307,Guile sftm,Mauteck & jessica smoke,98.0,140.0
12308,Ken sftm,J.smoke,79.0,135.0
12309,Rolento sfxt,Jos cuervo,369.0,517.0
12310,Ryu sfxt,Jose cuervo,320.0,535.0
12311,Shadow knight,Sudara13,62.0,58.0
12312,Shaia hishizaki,Fer,75.0,164.0
12313,Shaka de virgo,Subzeromk777,52.0,126.0
12314,Sharon,Armin_iuf,84.0,117.0
12315,Sheamus,Randy,104.0,113.0
12316,Shiki_sv,Sui,80.0,110.0
12317,Shin godzillen,Ao,120.0,84.0
12318,Shin akuma ex,Phantom.of.the.server,57.0,118.0
12319,Shinobu kawasaki,Wani_shimamura,97.0,110.0
12320,Shin valdoll,Doggiedoo,,
12321,Shiteyannyo,Ichijo,117.0,183.0
12322,Shovel knight,Roysquadrocks,33.0,31.0
12323,Shuvait,Mugen_shoshinsya_okina,76.0,105.0
12324,Sigfried doble de alfa,Aqualudo et pegasuseb saint seiya alliance team,65.0,143.0
12325,Silver the hedgehog,Alvaro mugen proyect & roaltyx,39.0,51.0
12327,Sion's bizarre adventure,Wraith,49.0,97.0
12328,Super mario maker,Dj hannibalroyce,32.0,61.0
12329,Son goku (ginyu),Kouzyoutyou2621,89.0,103.0
12330,Sonic blast man,Dj hannibalroyce,59.0,97.0
12331,Souji kusanagi,Ahuron,67.0,98.0
12332,Speedy_ninja,Stg,491.0,293.0
12333,Spiderman-hell,Hell,114.0,98.0
12334,Spinal ki2,Shift b is b,103.0,152.0
12335,Sportacus,Spiderbat,83.0,116.0
12337,Speedy-suicide,"A,c,c",58.0,98.0
12338,Ken ssf2hd,Parse,259.0,503.0
12339,Ssf2x ken,G.d.t,60.0,93.0
12340,Ssf2x ryu,G.d.t,60.0,93.0
12341,Gat-x105,Suteneko,83.0,84.0
12342,S-super mario,Supermario193281,64.0,83.0
12343,Stronger_rugal,Stg,57.0,119.0
12344,Strongheart,"Skiff, demonlord/t.m.l.",165.0,170.0
12345,Super better luigi,Diamondswag 12,28.0,37.0
12346,Super better mario,Diamondswag 12,24.0,35.0
12347,Super shredder,Dcat power,81.0,131.0
12348,Superior dragon,Elecbyte (medesu ai),300.0,153.0
12349,Super saiyan god kfm,Elecbyte,56.0,110.0
12350,Susano'o,Terumen,449.0,572.0
12351,Sutegoro girl kaori,Frulekagenui,60.0,108.0
12352,Tsan,Skiff,234.0,190.0
12353,Kaizuka bocky mogra,Y77+,82.0,439.0
12354,Syaraaaa!,Black,126.0,55.0
12355,Syuren kano,Hyperhiroro,215.0,169.0
12356,Samurai johnny,Shoubuyspirit,229.0,280.0
12357,Tanegashima yuri,Hirohiro,41.0,94.0
12358,Tanic the fox,Tanicfan22,36.0,40.0
12359,Ted broiler,Kamase,120.0,138.0
12360,Teen vampire,Elecbyte,64.0,140.0
12361,Tennma kazusanosuke,Karasuba_iro,104.0,131.0
12362,Terry bongaro,Passer-by (mage ai),64.0,107.0
12363,Task force aquaman,Kamekaze,40.0,83.0
12364,Task force batman,Kamekaze,576.0,320.0
12365,The lad,Fhqwhgads7,24.0,21.0
12366,The master,Kouzyoutyou2621,43.0,50.0
12367,Lina 2,Sakuraka (ns ai),81.0,121.0
12368,Tomoe mami,Otz-kai,161.0,224.0
12369,Tomitake jirou,Tomy,83.0,109.0
12370,Tora-san,Drm,95.0,138.0
12371,Toriel,Mega_x,65.0,142.0
12372,Transaction gustab,Zelgadis,116.0,122.0
12373,Trigger ex,Kontyan,116.0,131.0
12374,Troll,Ikaruga,208.0,192.0
12375,True saiki,Taylor gk,104.0,272.0
12376,Trunks mvc,Kenshiro99,78.0,135.0
12377,Tsuya,Einzbern,332.0,395.0
12378,Ultimate broly,"Legendtta, edited by coldskin1",50.0,99.0
12379,Tusk ki2,Shift b is b,87.0,182.0
12380,Tuxedo mask,Way-oh,153.0,230.0
12381,Tyrog,Dark ruler,151.0,94.0
12382,Altima,Hakase,86.0,131.0
12383,Ultron x,Xasor,107.0,135.0
12384,Uncle saizo,Chaos doumei,112.0,112.0
12385,Uranus,Sustina,49.0,144.0
12386,Urmnaf bort hyuga,Peek-a-boo,640.0,480.0
12387,Discount raidou,Luck incense,91.0,111.0
12388,Elegant vaan,Kamonanban,128.0,306.0
12389,Vega ex,Phantom.of.the.server,92.0,103.0
12390,Vegeta ssb,Sustina,85.0,111.0
12391,Super vegetto 4,Okachanman,50.0,99.0
12392,Vegetto sb,Team sb,33.0,98.0
12393,Vegito ssb kaio-ken,Althsugus ?? & wasaby & midnight fighters team & egc,37.0,106.0
12394,Real veku,Joe flizz,51.0,80.0
12395,High speed venom,Unkoman_grtn,153.0,117.0
12396,Venus de milo,Suteneko,61.0,156.0
12397,Viola,Ka2obushi,83.0,122.0
12398,Arrange sion,Ina,50.0,101.0
12399,Pairon,Elecbyte,247.0,332.0
12400,Shiina noriko,Zako,96.0,111.0
12401,Weakest rugal,Chin-ya,72.0,127.0
12402,Weather dopant,Heal the world,49.0,122.0
12403,Weiss daemon bride,Flowrallia,162.0,206.0
12404,Weiss-ritter,Kn,103.0,134.0
12405,White glint,Nnjmn,584.0,581.0
12406,G-dialga,Merufimu,168.0,176.0
12407,Wing gundam-z2,Hyuga,230.0,181.0
12408,Nicholas d. wolfwood,Peroty,142.0,115.0
12409,X-aestivalis,Hanyu-maru,76.0,57.0
12410,Xiangfei-c,Nhk,58.0,99.0
12411,Y',Mit,78.0,115.0
12412,Kaori yanase,Juke kisaragi,54.0,83.0
12413,Yaruo_aa,2ch,166.0,108.0
12414,Einsatz,Majiccd,56.0,104.0
12415,Yuzuki yukari,Nemuineru,30.0,72.0
12416,Yukari ice,? fxnull,131.0,120.0
12417,Yuki kameoka,Nenmin,120.0,234.0
12418,Yukiko amagi,Son of aura,231.0,456.0
12419,Yukina_h,Hyperhiroro,154.0,229.0
12420,Yuri mkv,Doburoku (emanon ai),127.0,297.0
12421,Yuudachi kai ni,Manny lingle,109.0,437.0
12422,Konno yuuki,Sennou-room,227.0,372.0
12423,Yuuri kureo,164,114.0,200.0
12424,Yousei_juda,Saikei,249.0,260.0
12425,Kotetsu,Yanagami,58.0,95.0
12426,Sakura kyoko,Nyancha,132.0,109.0
12427,Mizuki hayakawa,Yanagami,33.0,90.0
12428,Shin aomizu,Yanagami,64.0,112.0
12429,Toledoman,Yanagami,80.0,106.0
12430,Z kim,Ahuron,491.0,293.0
12431,Yamazaki ex,Kinoko,58.0,125.0
12432,Zappa(ac),Muteki,192.0,167.0
12433,Zenon,Hyperhiroro,108.0,188.0
12434,Hotaru's bizarre adventure,Mikage sougetu,61.0,95.0
12435,Zuihou,Pikapon,59.0,104.0
12436,Zukkoke-iori,Kuroihato,92.0,104.0
12437,Ziria ns,Ohgaki,76.0,73.0
12438,Kani,Masukenpu-kun,140.0,107.0
12439,12,Rei,110.0,98.0
12440,King leonidas,De@th_by_sp0on,248.0,242.0
12441,A-shura,Nandakora,68.0,102.0
12442,Aegis,Hitachi,148.0,222.0
12443,Albert roseman,Hanyu-maru,42.0,75.0
12444,American ninja,Dxwho,78.0,141.0
12445,Angry ninja,Basara-kun,58.0,144.0
12446,Astragalus,Rick,80.0,261.0
12447,Mario smb1 b,Basara-kun,32.0,64.0
12448,Big dogoo,Dark ruler,643.0,711.0
12449,Blair dame n,K.o.d,62.0,106.0
12450,Bonkers,Di gi jared & jango,29.0,62.0
12451,Borot,Darkflare,24.0,36.0
12452,Brian battler,Le@n,76.0,107.0
12453,Bunny marry,Ns,48.0,80.0
12454,Cecil harvey,Ankokunaitou,32.0,48.0
12455,Centaur man,"Shimon, edited by th3_sylvester",130.0,119.0
12456,Chin 2002,Aomura,67.0,93.0
12457,Chloe heartfield,Moku,124.0,237.0
12458,Chronos2,Aokmaniac13 - edit:internetcult,62.0,82.0
12459,Chung,Ironjw,82.0,102.0
12460,Manly clark,Men'sclub,84.0,109.0
12461,Cordelia,Elecbyte,181.0,173.0
12462,Crayclaw,Rick,144.0,128.0
12463,Dj.captain.cat.kit,Ngi,57.0,66.0
12464,Daphne,"D, the red cloak & duck@ss",72.0,110.0
12465,The god of death,Uma,177.0,164.0
12466,Deathvoice-shogun,Tanukida_taichi,84.0,154.0
12467,Demon sagat,Greetlock,83.0,123.0
12468,Dq2,Sylphyne,96.0,32.0
12469,Dou zou man,Elecbyte,47.0,106.0
12470,Electra 2097,Aokmaniac13 - edit:internetcult,72.0,84.0
12471,Eve b.c,Z.a.i.,72.0,98.0
12472,Bowlman,Calamix,41.0,71.0
12473,Fritz,Mikita,112.0,222.0
12474,Frosty ninja,Basara-kun,58.0,144.0
12475,Fw_gigan,Jirougaki,118.0,91.0
12476,Gachapin & mukku,Watati,151.0,200.0
12477,Gargoyle2,Aokmaniac13 - edit:internetcult,107.0,82.0
12478,Young geese,Darkluigi,101.0,139.0
12479,Very gregariously,Murasakinoumi,51.0,100.0
12480,Haiyoru_konton,Sirohan,64.0,144.0
12481,Hamusu ix,Ankokunaitou,51.0,65.0
12482,Happosai,,27.0,30.0
12483,Hina bardy,Annri,91.0,105.0
12484,Ickybod clay te,Lordshade67,81.0,118.0
12485,Joe kusanagi aodk,Basara-kun,70.0,114.0
12486,Fat joker,Ngi,150.0,180.0
12487,Kairu a,Ankokunaitou,33.0,70.0
12488,Kao,Masukenpu-kun,121.0,163.0
12489,Katana 2097,Aokmaniac13 - edit:internetcult,66.0,84.0
12490,Kung fu keiji thomas,Basara-kun,32.0,78.0
12491,Kikugoro,Hanyu-maru,56.0,88.0
12492,Killer plaster,Sudara13,120.0,137.0
12493,Kubiwatuki_kemono,Elecbyte,400.0,208.0
12494,Lee pai long,Ahuron,491.0,293.0
12495,Nightmare madotsuki,Tu-ko-nin,116.0,155.0
12496,Sengoku manjimaru,Iccha,79.0,91.0
12497,Marihana,Masukenpu-kunx,150.0,232.0
12498,Dorako marufoi,Mas2,234.0,367.0
12499,Masaccio(morphed),Sdc,148.0,123.0
12500,Mega tails,Megabrony,39.0,34.0
12501,Metal slug,Romanov,109.0,76.0
12502,Real mikudayo-,V,181.0,167.0
12503,Mimic dq,Sakura,57.0,73.0
12504,Moon face,Gm,48.0,131.0
12505,Mr. x - the kung fu master,Basara-kun,42.0,80.0
12506,M_b_geese,Ht,32.0,61.0
12507,Night_gaunt,Kibunnyakarasu,289.0,148.0
12508,Nikki chan,Dxwho,336.0,324.0
12509,Ninja golf,Zeta,22.0,43.0
12510,Nokonoko,Kingpepe,34.0,60.0
12511,Umvc3 norimaro,Ahuron,79.0,78.0
12512,Nova 2097,Aokmaniac13 - edit:internetcult,110.0,94.0
12513,P,608,16.0,16.0
12514,Axe pq,Ryon,58.0,94.0
12515,Max pq,Ryon,48.0,78.0
12516,Speed pq,Ryon,52.0,78.0
12517,Putt-putt,,147.0,115.0
12518,Q*bert,Roysquadrocks,15.0,16.0
12519,Moriah the thief,?eey,140.0,217.0
12520,Reggie skatore,Melvanainchains,182.0,276.0
12521,Robo kung fu man,Elecbyte,100.0,100.0
12522,The italian stallion,Xdxdav,77.0,107.0
12523,Rosa - deep crimson vixen,Ahuron,80.0,16.0
12524,Rufuu ix,Ankokunaitou,54.0,64.0
12525,Ryumaou,Hanyu-maru,48.0,80.0
12526,Ryu kang,Exclamation_question,24.0,62.0
12527,Saki omokane,Gladiacloud & beximus,110.0,94.0
12528,Fallen samael,Mw1008,500.0,412.0
12529,Satchi,Musimu,297.0,458.0
12530,Sean matsuda ex,Ethan lives + dennis' edit,68.0,98.0
12531,Senbei master,Ranmeru,59.0,87.0
12532,Shadow2,Aokmaniac13 - edit:internetcult,85.0,79.0
12533,Shelby cobra,Manny lingle,300.0,93.0
12534,Cool shrek,Cool,34.0,47.0
12535,Sinobu amou,Doruzi,43.0,80.0
12536,Smasher,Stg,59.0,119.0
12537,Smile mkv,Doburoku,198.0,287.0
12538,Sniper joe,Basara-kun,26.0,24.0
12539,Michael sobut,Envymask666,79.0,122.0
12540,Solo,Boh,117.0,132.0
12541,Max thunder,K-fox,65.0,86.0
12542,Blaze fielding,K-fox,40.0,78.0
12543,Slightly pissed off ryu,Rikard,59.0,102.0
12544,Earthquake svc,Actjapan,44.0,47.0
12545,Tetromino,Basara-kun,9.0,33.0
12546,Thundagar,Kairi,62.0,51.0
12547,Tigst the aggressive,Ao_doraneko,142.0,140.0
12548,Torao ex,Kontyan,320.0,224.0
12549,Tremor,Mike obrecht,58.0,110.0
12550,Tukuruyo,Elecbyte,131.0,87.0
12551,Dark queen carmilla,Sakuraka,51.0,115.0
12552,Twin nina,Sakuraka,57.0,121.0
12553,Twin syllin,Sakuraka,60.0,112.0
12554,Wolfgang k altstein,Kenken,58.0,147.0
12555,Byakki s3,Websta,50.0,100.0
12556,Kagetsura s3,Websta,59.0,101.0
12557,Maverick hunter x,Hetyo,66.0,95.0
12558,Zazie muhaba dynamite,Tokinokuni-kei (ai by peppermint),77.0,124.0
12559,Maverick hunter zero,Ranzaneko & mr.karate,,
12560,!!!,Chin-ya,83.0,100.0
12561,Anny hamilton,Tin,50.0,104.0
12562,Reika izumi,33,22.0,99.0
12563,A-haoumaru,Nrf,78.0,94.0
12564,Ahuroken,Minatomaru,120.0,136.0
12565,Alice carrol,Nhk,41.0,84.0
12566,Alucks,Supermario193281,113.0,111.0
12567,Arrange kohaku,Ina,68.0,98.0
12568,King arturo,Ngi,112.0,103.0
12569,Ash crimson xiii,Bey,97.0,236.0
12570,Kurusugawa ayaka,Hikaru,256.0,256.0
12571,Barasuisyo,Drowin3,95.0,75.0
12572,Blanka mvc,Acey,120.0,120.0
12573,Bloodsurge-corpse,Notfound,,
12574,Mspaint broly,557,109.0,173.0
12575,Cammy snk,Belial & clayton,66.0,101.0
12576,Elsa,Chuchoryu,38.0,104.0
12577,Charlce,The magic toaster & ryoucchi,57.0,93.0
12578,Chizuru98,Sander71113 & bluebean13,69.0,108.0
12579,Cool spot,Roysquadrocks,33.0,33.0
12580,Cyclone_nobita,Anomi polis,60.0,100.0
12581,Dan gun,Phantom.of.the.server,116.0,216.0
12582,Dd yin yin,Sakuraka,108.0,248.0
12583,Edi.e,Elecbyte,99.0,108.0
12584,K-failurer,Sorenari,75.0,112.0
12585,Ff1 terry bogard,Rin & bat,59.0,103.0
12586,Fluttershy,Moku,161.0,127.0
12587,Frank jr.,Ddr,283.0,265.0
12588,Hey it's fred,Darkluigi,178.0,252.0
12589,Gatiko,Siefi,87.0,166.0
12590,Alisa,Akira,310.0,215.0
12591,God ryo,"Ikaruga,fox mccloud",74.0,109.0
12592,Godzilla2014,Zektard,310.0,212.0
12593,Hannah dundee,Alexei roschak,46.0,75.0
12594,Heidern 98,Ikaruga,304.0,224.0
12595,Hob-goblin 2009,"Darktalbain, susanmugen, acey,",95.0,135.0
12596,Hrhs,E.y.e,69.0,116.0
12597,Ice climbers,?,32.0,41.0
12598,Jill valentine,Jhammil,80.0,97.0
12599,Judge dredd,Alejandro iaccarino,186.0,356.0
12600,Aussie kano,Binho,76.0,108.0
12601,Human kazuya,Sdot_thadon,77.0,105.0
12602,You killed kenny!,Darkluigi,66.0,77.0
12603,Kevinsd,Dkn,22.0,30.0
12604,Kid dracula,Roysquadrocks & fist dracon,28.0,34.0
12605,Killer crocodile,Jmaxx & o ilusionista,107.0,117.0
12606,Kim 98,Ikaruga,304.0,224.0
12607,King [a],Humi,465.0,576.0
